BLDG_A,BLDG_B,BLDG_C,BLDG_D,BLDG_E,BLDG_F,CENTRAL
3297.37,612.473,1472.38,1583.72,332.103,505.129,7803.17
3243.18,608.983,1455.63,1461.95,331.5,490.984,7592.23
3293.6,617.737,1479.08,1483.92,336.38,498.823,7709.54
3097.47,596.844,1400.22,1370.28,321.424,469.729,7255.97
3022.59,577.44,1363.14,1336.26,314.326,456.24,7069.99
2957.21,560.199,1335.06,1313.1,308.361,447.104,6921.03
2863.38,537.763,1292.16,1276.55,298.631,432.755,6701.24
2806.79,522.355,1260.61,1257.9,291.083,422.276,6561.02
2678.98,497.094,1202.63,1192.81,278.571,401.319,6251.41
2519.78,463.21,1127.39,1121.05,261.703,375.149,5868.29
2452.35,448.789,1099.5,1096.41,256.131,366.436,5719.61
2310.61,417.361,1039.67,1045.86,243.562,347.567,5404.62
2039.86,349.073,919.793,971.006,215.783,311.425,4806.94
2098.06,367.865,944.249,1018.87,221.368,321.51,4971.92
2109.96,372.353,947.632,1011.99,219.736,321.301,4982.97
1923.71,331.457,864.774,931.684,199.418,293.976,4545.02
1962.97,336.299,912.565,983.358,210.504,317.342,4723.04
2279.19,402.223,1053.2,1201.12,241.862,372.853,5550.45
2474.48,450.467,1134.74,1266.52,262.06,398.553,5986.81
2667.43,494.274,1216.98,1343.3,281.165,425.476,6428.63
2744.44,512.789,1244.5,1362.18,287.704,432.704,6584.33
2838.07,532.557,1283.86,1399.87,296.325,445.323,6796.01
3052.31,576.47,1382.8,1504.27,318.266,479.985,7314.11
3045.91,573.504,1375.98,1495.23,315.526,476.491,7282.64
2987.6,558.787,1346.59,1465.72,307.694,465.691,7132.09
2877.1,542.209,1302.86,1314.37,300.108,441.965,6778.62
3076.48,582.521,1400.12,1405.41,321.931,476.12,7262.59
3171.84,618.2,1451.16,1407.99,337.016,490.415,7476.63
3423.48,666.667,1556.7,1504.14,362.597,524.154,8037.73
3492.11,677.343,1581.25,1531.07,367.619,530.806,8180.19
3626.68,702.081,1643.82,1596.97,380.69,552.176,8502.42
3631.21,696.667,1643.66,1614.29,378.118,552.895,8516.84
3626.15,695.707,1645.37,1608.69,377.482,552.622,8506.02
3705.29,710.919,1685.55,1647.26,385.812,566.723,8701.56
3676.18,702.968,1670.19,1635.64,381.591,561.061,8627.63
3597.35,682.267,1637.09,1613.48,373.917,550.97,8455.07
3488.85,646.463,1587.58,1607.71,361.942,538.797,8231.35
3506.33,648.782,1583.82,1623.85,357.236,535.821,8255.85
3664.9,679.506,1644.42,1669.29,367.601,554.023,8579.74
3781.91,702.779,1693.15,1708.74,377.048,569.626,8833.26
3828.24,710.635,1713.36,1727.41,380.641,576.645,8936.93
4158.5,769.637,1855.55,1992.8,408.423,635.741,9820.66
4434.46,826.915,1980.58,2114.89,435.697,678.507,10471
4577.86,856.105,2038.37,2165.6,447.216,696.461,10781.6
4538.8,846.883,2012.23,2128.75,439.965,684.903,10651.5
4549.44,847.484,2014.4,2127.8,439.446,684.881,10663.5
4670.07,871.314,2070.56,2186.53,451.688,704.766,10954.9
4695.14,874.996,2080.85,2196.47,453.379,708.09,11008.9
4653.51,863.554,2062.31,2180.88,448.547,702.063,10910.9
4423.07,824.047,1964.66,1951.77,429.816,657.368,10250.7
4423.38,822.934,1964.04,1949.71,429.707,656.882,10246.7
4500.49,867.617,2023.84,1967.26,449.005,677.782,10486
4561.64,881.399,2058.75,2003.72,458.955,690.43,10654.9
4450.16,853.953,2008.77,1961.28,447.508,672.956,10394.6
4488.66,859.178,2032.05,1988.05,453.132,681.763,10502.8
4369.09,828.786,1974.05,1947.19,439.29,662.437,10220.8
4275.36,810.489,1934.53,1898.57,431.358,647.852,9998.15
4177.85,789.95,1889.77,1853.83,422.037,632.08,9765.52
3905.6,731.932,1759.03,1732.58,392.849,586.452,9108.44
3662.51,680,1644.59,1631.02,368.415,547.693,8534.23
3488.33,633.848,1566.79,1597.95,351.753,526.62,8165.29
3578.54,646.302,1598.47,1645.51,356.443,537.299,8362.56
3623.3,654.091,1611.53,1646.88,356.978,540.297,8433.07
3602.41,650.22,1598.29,1627.58,353.263,535.191,8366.96
3462.41,622.126,1530.99,1562.5,337.882,512.048,8027.95
3556.5,639.468,1561.58,1670.67,342.599,528.462,8299.27
3736.32,681.99,1643.41,1745.5,361.906,556.405,8725.53
3789.31,696.491,1662.18,1755.72,366.203,561.44,8831.33
3671.09,675.15,1599.57,1678.06,352.366,537.132,8513.37
3681.89,680.368,1603.33,1676.47,354.142,538.096,8534.3
3655.41,677.476,1590.75,1659.06,352.23,533.618,8468.55
3700.57,689.4,1612.08,1678.25,358.163,541.314,8579.77
3654.77,680.934,1591.68,1657.2,354.459,534.664,8473.71
3632.09,683.644,1595.22,1582.21,358.969,530.726,8382.86
3517.66,657.957,1546.79,1537.97,347.839,515.134,8123.36
3373.09,653.998,1500.56,1456.26,341.838,499.047,7824.79
3358.14,652.288,1499.77,1458.8,343.894,499.287,7812.18
3192.84,613.999,1424.03,1393.1,327.002,472.649,7423.62
3157.22,604.019,1409.89,1385.41,324.485,467.782,7348.8
3312.88,632.578,1484.28,1469,342.123,494.528,7735.39
3237.09,616.497,1451.66,1429.95,335.465,481.763,7552.43
3300.11,628.327,1482.93,1459.07,343.112,492.254,7705.8
3366.18,640.603,1515.72,1492.88,350.911,504.056,7870.36
3364.85,636.891,1520.59,1505.79,352.193,507.739,7888.05
3149.09,578.096,1421.53,1454.31,328.038,479.03,7410.1
3224.76,589.949,1454.26,1508.12,331.815,491.138,7600.04
3224.78,586.504,1444.6,1489.29,325.537,486.255,7556.97
3277,596.812,1466.82,1503.31,329.01,493.776,7666.73
3341.35,610.738,1498.11,1530.55,335.818,505.308,7821.88
3415.69,619.585,1519.76,1648.97,336.827,519.888,8060.71
3424.57,623.714,1518.48,1634.81,335.861,517.554,8054.99
3482.86,638.18,1536.14,1643,339.418,521.575,8161.18
3461.95,635.091,1524.78,1626.38,336.802,517.063,8102.07
3431.43,629.671,1510.31,1608.89,333.619,511.902,8025.83
3301.87,603.829,1448.01,1539.67,319.628,489.388,7702.39
3333.22,611.542,1465.36,1559.05,324.231,496.368,7789.78
3445.34,634.061,1526.47,1634.02,338.812,520.734,8099.43
3460.65,645.104,1551.66,1558.51,348.349,523.392,8087.67
3521.86,656.081,1582.94,1589.67,355.423,534.822,8240.8
3431.14,656.239,1548.46,1538.99,350.425,522.789,8048.04
3274.31,620.875,1471.43,1468.57,334.371,495.184,7664.74
3256.81,613.365,1468.47,1470.32,334.419,495.207,7638.59
3261.15,611.321,1477.27,1483.06,336.907,499.517,7669.22
3035.86,559.495,1368.51,1390.76,311.555,462.026,7128.21
2890.03,527.583,1301.12,1326.4,296.636,438.524,6780.3
2846.42,518.567,1281.13,1304.47,293.296,431.338,6675.22
2686.67,484.406,1204.26,1231.82,276.827,404.444,6288.43
2458.46,435.618,1094.9,1133.22,253.356,366.699,5742.25
2238.71,385.268,998.382,1057.25,233.121,336.059,5248.8
2297.94,400.474,1015.83,1162.05,235.509,348.041,5459.84
2322.53,407.287,1025.18,1158.39,235.018,350.06,5498.46
2287.89,401.397,1007.54,1129.56,230.145,343.66,5400.2
2182.29,380.885,959.724,1075.93,219.372,327.566,5145.77
2230.95,396.239,978.556,1080.3,224.064,332.729,5242.84
2307.12,416.522,1012.71,1104.69,232.356,343.993,5417.39
2501.15,460.899,1104.04,1192.64,253.745,376.058,5888.53
2699.99,505.446,1193.56,1279.77,274.901,406.726,6360.39
2753.81,518.317,1212.08,1291.7,279.247,411.398,6466.55
2878.75,543.598,1271.47,1356.14,292.474,432.706,6775.13
3066.36,581.678,1359.26,1450.11,312.052,463.865,7233.33
3270.34,621.522,1454.72,1555.35,333.074,497.955,7732.96
3299.05,622.929,1469.56,1577.19,335.264,503.675,7807.67
3560.62,673.034,1590.45,1707.33,361.304,546.204,8438.94
3755.33,723.646,1684.03,1796.64,383.361,579.052,8922.06
3912.26,749.976,1754.12,1875.64,399.109,602.69,9293.8
3902.75,741.572,1748.56,1877.6,396.05,599.995,9266.53
3865.12,728.847,1729.68,1863.09,389.999,592.577,9169.3
3999.26,752.631,1794.89,1938.16,403.693,615.997,9504.63
3977.83,745.513,1782.4,1922.73,399.814,610.274,9438.56
3875.51,721.455,1733.6,1870.43,387.798,592.223,9181.02
3939.97,732.71,1765.79,1908.6,395.073,604.192,9346.34
3868.04,715.176,1731.1,1879.59,387.796,592.524,9174.23
3728.16,679.018,1673.31,1844.42,375.455,576.179,8876.55
3941.77,719.462,1765.42,1952.41,392.881,607.865,9379.8
4118.49,753.123,1839.05,2010.37,405.822,631.465,9758.33
4125.06,752.734,1834.63,1990.98,402.648,627.874,9733.92
4089.59,743.132,1817.02,1969.61,397.32,621.709,9638.37
4278.29,783.847,1900.34,2044.18,415.293,649.447,10071.4
4510.51,833.711,2004.48,2142.33,438.152,684.718,10613.9
4659.35,866.05,2070.06,2198.57,452.059,706.073,10952.2
4864.6,906.345,2171.01,2309.2,473.915,743.149,11468.2
4816.45,894.558,2146.57,2280.95,467.243,733.958,11339.7
4841.3,898.427,2157.77,2291.82,469.147,737.844,11396.3
4801.48,888.573,2140.04,2274.37,464.565,731.893,11300.9
4624.94,849.637,2058.91,2192.66,445.742,703.839,10875.7
4504.86,835.176,2018.93,2010.29,441.292,679.907,10490.5
4430.58,818.944,1985.6,1978,433.938,668.634,10315.7
4138.04,786.309,1863.77,1823.7,411.306,625.116,9648.25
3959.31,751.152,1781.62,1748.31,395.128,596.8,9232.31
3756.84,705.95,1691.05,1666.04,375.738,566.462,8762.08
3656.21,683.589,1649.86,1630.19,367.707,553.658,8541.21
3604.03,670.693,1626.14,1618.6,363.261,546.872,8429.59
3498.57,651.848,1584.46,1568,355.725,532.353,8190.95
3494.46,652.947,1587.23,1567.4,358.239,533.788,8194.07
3483.81,652.289,1583.84,1563.88,359.388,532.93,8176.14
3402.98,634.668,1549.33,1537.33,353.511,522.3,8000.12
3223.69,586.084,1468.56,1502.01,335.571,499.803,7615.71
3264.75,590.823,1477.94,1530.99,335.224,502.55,7702.28
3361.06,609.96,1516.17,1556.91,341.256,514.25,7899.6
3347.96,607.063,1508.41,1544.04,338.209,511.248,7856.93
3299.96,596.339,1492.7,1530.36,334.103,507.621,7761.09
3396,609.454,1529.57,1680.61,338.825,529.592,8084.04
3495.59,634.103,1573.98,1716.41,349.089,544.201,8313.37
3614.6,661.671,1627.32,1766.95,361.216,562.441,8594.19
3593.71,659.403,1616.37,1750.87,359.031,558.08,8537.47
3555.77,653.442,1596.77,1726.05,354.963,550.544,8437.54
3546.03,652.863,1591.64,1718.72,354.157,548.53,8411.94
3434.63,630.347,1539.14,1662.54,342.324,529.815,8138.8
3323.84,606.591,1491.25,1617.88,331.651,514.159,7885.38
3233.67,596.969,1464.29,1479.24,329.6,497.493,7601.27
3279.92,607.176,1489.63,1501.15,336.13,506.806,7720.82
3111.48,594.572,1425.65,1399,325.997,483.157,7339.85
2946.39,557.062,1346.23,1324.27,309.888,455.021,6938.87
2838.8,531.233,1300.41,1284.02,300.444,440.213,6695.13
2660.81,491.004,1217.92,1209.49,282.179,412.37,6273.78
2496.78,453.345,1136.02,1142.2,263.622,384.538,5876.51
2434.44,444.215,1111.86,1105.56,259.813,375.287,5731.18
2430.78,446.127,1111.54,1099.23,260.957,374.229,5722.87
2429.47,447.13,1113.89,1099.79,262.373,374.663,5727.31
2304.28,419.52,1059.8,1053.96,250.841,356.791,5445.2
2112.44,367.839,974.966,1013.91,231.221,333.106,5033.48
2088.27,367.557,948.481,1021.6,225.699,325.464,4977.07
2203.85,396.217,1002.81,1065.35,236.01,343.734,5247.97
2317.08,420.164,1055.53,1107.41,246.65,361.422,5508.27
2275.8,410.73,1036.08,1087.42,241.371,354.787,5406.19
2342.16,420.273,1054.48,1179.19,242.409,365.825,5604.34
2376.97,430.579,1064.65,1175.82,244.254,367.141,5659.41
2483.96,454.472,1111.67,1219.57,254.385,382.915,5906.97
2594.18,478.568,1163.39,1271.16,266.173,401.123,6174.58
2593.18,479.205,1160.51,1263.87,265.44,399.347,6161.56
2554.36,471.395,1140.63,1240.28,260.735,391.772,6059.18
2546.35,469.819,1136.63,1235.39,259.772,390.283,6038.25
2523.54,464.815,1125.57,1224.88,257.448,386.473,5982.73
2498.46,465.911,1123.08,1142.89,259.772,379.81,5869.93
2597.09,486.38,1170.23,1185.84,270.711,396.032,6106.28
2475.2,473.214,1123,1099.14,262.842,377.486,5810.89
2457.25,461.795,1112.22,1089.06,261.365,373.301,5755
2385.52,444.744,1083.06,1062.65,254.784,362.738,5593.49
2243.37,413.101,1020.38,1006.55,240.141,340.964,5264.5
2232.02,407.972,1016.05,1013.15,238.783,340.327,5248.29
2289.01,423.651,1047.55,1030.21,247.397,350.575,5388.39
2226.36,410.642,1019.15,1002.87,241.404,341.042,5241.48
2176.88,399.645,997.802,985.524,237.072,334.61,5131.53
2102.08,381.701,969.246,966.092,231.495,327.171,4977.79
1893.21,326.473,873.938,915.878,209.545,299.751,4518.8
1977.73,348.308,897.288,967.602,214.893,307.213,4713.04
2130.63,387.01,969.158,1030.12,229.968,331.87,5078.75
